name,times,balance,allPay,invest,y
23758,18,5584,-9340,10000,0
23759,22,3961,-10256,12000,0
23761,2,59,-3050,0,0
23765,12,1577,-3298,3500,1
23766,106,5643,-41009,40000,1
23769,56,10307,-31084,50000,0
23773,30,5508,-8329,10000,1
23774,36,3499,-16783,30000,0
23775,12,3110,-7830,0,0
23776,15,4540,-10714,0,0
23777,39,5077,-19600,20000,0
23778,81,4743,-20747,20000,1
23779,12,1034,-2031,0,1
23780,16,6153,-11824,10000,0
23781,20,3418,-9680,5000,0
23782,10,6108,-1974,0,0
23785,56,4580,-27634,22000,0
23786,4,1802,-1640,0,0
23788,35,3961,-16027,10000,0
23789,9,2875,-4200,5000,0
23791,22,4726,-9781,10000,0
23792,13,5429,-6338,0,0
23793,29,8027,-16362,15000,0
23796,4,2575,-398,0,0
23797,41,8979,-22339,20000,0
23798,38,6559,-24050,20000,0
23799,17,5043,-7636,5000,0
23803,33,13698,-20966,0,0
23805,16,1824,-7212,5000,0
23806,41,6316,-22364,10000,0
23810,4,710,-590,0,0
23811,51,15924,-45600,0,0
23812,24,4438,-20231,20000,0
23813,75,27139,-50467,40000,0
23815,61,8129,-31236,20000,0
23816,28,6171,-10427,0,1
23817,38,9182,-26515,20000,0
23818,44,5034,-19650,20000,0
23822,30,7434,-23288,21000,0
23823,13,6196,-6514,0,0
23824,5,783,-2560,0,0
23827,50,11858,-29899,30000,0
23828,43,9116,-24730,20000,0
23829,34,9887,-29240,30000,0
23834,72,4227,-26999,25000,1
23835,18,7349,-6342,0,1
23836,4,441,-518,0,0
23839,33,6778,-15291,10000,0
23840,29,8104,-15380,0,0
23843,62,3942,-21664,10000,1
23844,10,597,-4426,0,0
23845,119,13331,-48641,45000,0
23849,40,27794,-24740,40000,0
23851,14,4988,-10171,10000,0
23852,19,9593,-19030,10000,0
23855,54,8028,-37823,20000,0
23857,42,10207,-31390,20000,0
23858,2,27,-230,0,0
23860,33,4715,-20698,20000,0
23861,37,7682,-22537,23000,0
23862,4,404,-275,0,0
23866,6,7504,-2400,0,0
23870,28,3634,-13140,10000,0
23871,4,645,-973,0,0
23872,2,1901,-2450,0,0
23873,45,4669,-15924,10000,1
23875,45,5490,-44483,40000,0
23876,55,6860,-31423,30000,0
23878,44,5417,-19292,20000,0
23881,32,13238,-20020,20000,0
23882,53,5707,-31259,25000,0
23885,35,5464,-10250,0,1
23886,5,2189,-4750,5000,0
23887,15,3794,-8350,0,0
23888,47,5089,-26240,20000,0
23889,7,2780,-4600,5000,0
23892,9,1554,-2738,0,0
23893,18,17410,-10225,0,0
23895,14,5109,-8297,10000,0
23896,51,11712,-46590,20000,0
23897,23,5244,-15800,5000,0
23898,2,956,-320,1000,0
23900,17,3562,-10300,10000,0
23904,28,3290,-17110,15000,0
23907,78,4868,-33972,35000,0
23910,24,4456,-9966,10000,0
23912,40,2584,-13781,14000,1
23913,1,6,-30,0,0
23916,57,4876,-33841,35000,0
23917,15,4724,-9060,10000,0
23918,38,7454,-25858,30000,0
23919,6,250,-1623,0,0
23922,1,123,-187,0,0
23923,27,6982,-20110,20000,0
23924,48,3101,-13743,10000,1
23925,1,407,-14,0,0
23926,15,3642,-9057,0,0
23928,7,1533,-3874,0,0
23931,48,7341,-22625,4000,0
23934,1,70,-30,0,0
23935,14,1713,-7063,0,0
23936,23,4773,-17180,10000,0
23937,26,13596,-15448,0,0
23938,58,11403,-33411,35000,0
23939,30,7525,-11638,10000,1
23941,22,10955,-10949,0,0
23942,32,17635,-15388,20000,0
23945,31,8583,-21156,0,0
23947,22,14398,-13728,30000,0
23949,26,5761,-11535,10000,0
23950,17,2431,-3522,0,1
23966,87,10031,-90184,90000,0
23969,29,4854,-16614,10000,0
23970,54,5640,-24770,20000,0
23976,15,9697,-6525,10000,0
23977,66,5526,-39652,40000,0
23978,44,5737,-29410,20000,0
23979,63,10825,-38056,20000,0
23981,37,16506,-12703,0,1
23982,38,8657,-16194,0,0
23983,48,3460,-17839,15000,1
23984,11,1374,-3172,3000,1
23985,18,26451,-7010,0,1
23986,34,8362,-20266,0,0
23987,35,14936,-27195,0,0
23997,25,9907,-22758,20000,0
23998,29,6557,-15636,20000,0
23999,33,4648,-15414,15000,0
24000,46,4587,-20928,20000,0
24001,41,4736,-21497,20000,0
24003,30,10995,-21879,10000,0
24004,5,1778,-1446,0,0
24005,22,6355,-9195,15000,0
24007,10,1005,-2036,0,0
24008,10,7016,-4235,10000,0
24011,4,7810,-3140,0,0
24014,10,7068,-5200,10000,0
24016,25,4678,-15502,10000,0
24018,13,974,-1420,0,1
24023,38,9876,-19991,20000,0
24025,21,2227,-9160,5000,0
24026,11,5473,-7556,0,0
24027,41,13878,-30389,30000,0
24028,8,6683,-5883,0,0
24029,21,2818,-6354,0,1
24032,17,3601,-9512,3000,0
24033,25,6641,-18030,10000,0
24034,5,668,-2050,0,0
24035,1,588,-360,0,0
24039,30,30817,-18794,50000,0
24042,35,13361,-25555,0,0
24043,19,7377,-12110,20000,0
24044,36,15946,-26813,20000,0
24045,65,18519,-34097,30000,0
24046,35,18467,-14621,0,0
24048,96,5946,-21968,35000,1
24049,89,16367,-35345,15000,1
24050,26,2181,-13464,10000,0
24051,29,3925,-11756,12000,0
24055,47,5973,-24585,12000,0
24057,31,8940,-20438,20000,0
24058,29,7365,-13621,10000,0
24060,10,8082,-7440,10000,0
24061,41,4986,-13064,20000,1
24062,32,13474,-23598,0,0
24063,41,13078,-18520,20000,0
24064,47,6215,-32223,30000,0
24065,34,4415,-21734,16000,0
24066,6,13686,-5560,0,0
24068,52,2672,-21000,8000,0
24069,21,2675,-5493,10000,1
24071,30,12115,-9918,20000,1
24073,60,8660,-28024,30000,0
24074,67,9452,-31011,30000,0
24075,40,5079,-19329,20000,0
24077,34,6931,-23370,10000,0
24079,27,5544,-9648,10000,1
24080,65,28458,-23736,0,1
24082,32,5138,-12417,0,1
24084,46,6479,-31995,20000,0
24085,37,5781,-24910,20000,0
24086,84,7176,-42288,35000,0
24087,38,3184,-9153,5000,1
24088,8,3559,-1235,0,0
24091,5,8561,-2830,10000,0
24093,52,12753,-41520,40000,0
24094,1,2364,-1300,0,0
24096,30,4005,-13214,10000,0
24097,18,2154,-5634,5000,1
24099,45,9088,-22335,5000,0
24100,18,8990,-15280,0,0
24101,23,9819,-18640,0,0
24103,16,5372,-9532,10000,0
24104,1,164,-600,0,0
24105,28,5876,-18980,20000,0
24106,35,5374,-13295,15000,1
24107,47,9069,-26533,20000,0
24108,23,5270,-23100,20000,0
24109,41,9097,-19705,20000,0
24111,45,10607,-25648,10000,0
24112,68,13377,-37430,40000,0
24113,59,5263,-24742,20000,0
24116,82,8638,-37880,30000,0
24117,1,8894,0,0,0
24118,77,10705,-35155,30000,0
24119,29,3869,-18818,10000,0
24120,8,5467,-6600,10000,0
24121,39,5487,-18070,20000,0
24122,9,1723,-1254,0,0
24123,29,4820,-15293,15000,0
24125,54,5661,-22223,10000,0
24126,38,11260,-35559,40000,0
24127,27,4950,-15732,10000,0
24131,43,4188,-27920,24000,0
24136,6,11781,-8110,500,0
24138,63,4759,-25104,15000,1
24140,34,5794,-21632,20000,0
24142,40,4288,-23905,24500,0
24143,52,7680,-31680,30000,0
24144,26,11984,-10360,20000,1
24145,25,6916,-10085,10000,0
24146,47,4601,-23798,15000,0
24147,7,3778,-3300,10000,0
24152,14,3179,-3879,0,1
24157,62,5522,-27686,20000,0
24159,26,6746,-21830,10000,0
24160,16,2270,-5266,6000,1
24164,10,2849,-4900,5000,0
24167,59,9791,-20956,20000,1
24168,34,17907,-28010,30000,0
24169,5,8959,-2500,10000,0
24170,21,10779,-20830,0,0
24171,3,68287,-3200,0,0
24172,24,3085,-10732,5000,0
24173,27,6302,-21950,10000,0
24174,7,2260,-2690,0,0
24176,2,1504,-1400,0,0
24177,22,23989,-17019,30000,0
24181,3,355,-1460,0,0
24182,29,9897,-20284,20000,0
24185,24,4901,-10751,10000,0
24186,14,13474,-7840,30000,0
24188,47,6029,-22988,20000,0
24192,24,10795,-21275,20000,0
24198,33,5402,-20231,20000,0
24199,80,8430,-31674,10000,1
24201,34,3731,-9738,10000,1
24206,46,5011,-23073,15000,0
24212,88,7005,-48766,45000,0
24215,7,3824,-7482,0,0
24222,45,5588,-23247,10000,0
24223,61,5369,-28826,20000,0
24227,25,5218,-15940,10000,0
24231,41,6431,-15823,10000,1
24232,33,8712,-24630,20000,0
24233,20,1864,-4073,4000,1
24234,32,22486,-23487,0,0
24237,17,4075,-9973,10000,0
24239,44,6726,-22129,10000,0
24246,31,18762,-15969,20000,0
24253,16,13191,-7550,20000,0
24254,18,5034,-10254,15000,0
24256,48,4197,-19940,20000,0
24258,1,1986,-100,0,0
24260,33,11330,-20173,20000,0
24261,19,4245,-9970,10000,0
24264,3,173,-447,0,0
24267,3,532,-300,0,0
24269,38,4028,-14050,10000,1
24270,29,13427,-14762,20000,0
24272,18,3537,-9888,10000,0
24273,47,5175,-21527,20000,0
24275,41,2612,-10513,5000,1
24276,21,1777,-7192,6000,1
24279,112,11149,-23791,20000,1
24281,74,13196,-40712,50000,0
24283,24,3864,-13339,15000,0
24285,37,5099,-21704,20000,0
24286,33,17947,-18441,30000,0
24287,12,4831,-11800,0,0
24288,6,6099,-2865,0,0
24289,39,3998,-14686,10000,1
24290,23,24210,-20526,10000,0
24291,43,3794,-15475,10000,1
24292,29,5030,-9814,10000,1
24293,31,4677,-12409,10000,0
24294,18,13354,-13230,0,0
24295,9,3125,-3042,10000,0
24296,10,12969,-10480,20000,0
24300,5,3041,-4050,0,0
24301,8,5598,-9510,10000,0
24303,4,4665,-3130,0,0
24305,30,5553,-20563,10000,0
24306,24,6412,-13115,10000,0
24307,25,3031,-1210,3000,1
24309,79,5189,-21227,30000,1
24310,24,6374,-3758,0,1
24311,64,8590,-25980,10000,0
24312,25,4237,-13390,10000,0
24314,20,2356,-5419,0,1
24316,72,9990,-32649,40000,0
24317,53,10142,-22345,10000,0
24319,17,3316,-8490,0,0
24320,25,4771,-19600,10000,0
24323,29,11661,-22330,0,0
24324,20,4637,-9372,10000,0
24325,27,2303,-9453,5000,1
24326,45,4391,-25294,25000,0
24327,46,7584,-25612,25000,0
24330,38,4219,-12445,15000,1
24331,17,7582,-11890,10000,0
24333,50,8579,-24791,10000,0
24334,10,6148,-2937,0,0
24335,15,1262,-1548,2000,1
24336,66,14871,-43549,30000,0
24337,35,4233,-12207,10000,1
24340,30,10074,-14792,10000,0
24341,4,1697,-1810,0,0
24342,54,5806,-24403,20000,0
24344,35,9737,-11202,0,1
24346,18,6207,-11056,10000,0
24348,24,5229,-11013,10000,0
24349,20,5169,-8507,10000,0
24351,6,2319,-2750,0,0
24353,36,11301,-22313,0,0
24354,35,4171,-17808,10000,0
24356,41,9003,-20444,20000,0
24359,4,663,-867,0,0
24360,35,5293,-19740,20000,0
24362,3,762,-531,0,0
24366,2,1505,-4590,0,0
24367,32,4901,-16020,0,0
24369,41,4895,-25718,20000,0
24370,42,2399,-9571,9000,1
24371,45,5452,-18429,10000,0
24373,77,2922,-7457,5000,1
24374,57,13733,-22214,10000,1
24375,73,8945,-30918,30000,0
24376,4,893,-2140,0,0
24378,52,4939,-37633,30000,0
24379,49,8910,-36128,20000,0
24381,57,9142,-36549,30000,0
24387,69,14178,-33396,15000,0
24394,31,3455,-12010,5000,1
24398,94,18776,-43034,45000,0
24400,28,7074,-19660,10000,0
24401,8,1822,-3270,0,0
24404,51,18392,-36081,30000,0
24405,17,4552,-7511,13000,0
24406,113,8926,-47433,29000,0
24407,7,5455,-4490,10000,0
24408,22,11400,-15580,20000,0
24409,91,3730,-31892,70000,1
24410,44,13805,-24271,0,0
24412,30,3632,-12055,13000,0
24416,28,4140,-16587,15000,0
24418,18,4769,-11050,10000,0
24423,41,6917,-16920,10000,0
24425,42,5442,-16137,10000,1
24427,36,11749,-16949,20000,0
24428,32,8617,-21800,20000,0
24429,33,2683,-15050,15000,0
24431,44,4734,-26508,25000,0
24433,92,14671,-45246,20000,0
24449,4,7268,-375,0,0
24450,36,8438,-26852,10000,0
24454,51,18604,-24686,30000,0
24456,70,8938,-25236,1000,1
24457,26,6921,-15333,0,0
24458,33,4887,-23450,20000,0
24471,13,2934,-5573,5000,0
24472,32,12207,-13543,20000,0
24474,7,1505,-1483,0,0
24480,39,2413,-17590,17000,0
24483,26,4814,-10099,10000,1
24487,42,9820,-18179,0,0
24497,43,3843,-24110,30000,0
24499,8,1816,-1360,0,0
24503,52,9195,-25914,30000,0
24507,44,8867,-8581,0,1
24510,8,9384,-1510,10000,0
24531,19,4507,-10047,10000,0
24562,28,8097,-13509,14000,0
24577,30,3661,-10227,10000,1
24579,31,12816,-12881,0,0
24585,36,8458,-13173,20000,1
24588,15,2381,-4873,0,1
24590,11,6032,-7050,0,0
24591,57,3479,-24430,50000,0
24597,63,5542,-22638,15000,1
24598,51,4954,-20219,20000,1
24601,28,4785,-13270,10000,0
24603,1,1862,-15,0,0
24608,64,5545,-21404,20000,1
24611,36,5967,-20641,12000,0
24613,26,2805,-13100,12000,0
24614,19,11039,-14479,0,0
24615,26,4126,-19710,15000,0
24616,71,3637,-27731,50000,1
24617,42,5629,-37580,30000,0
24618,22,4175,-13840,10000,0
24620,40,6140,-18819,20000,0
24621,30,5330,-19316,15000,0
24622,2,42,-20,0,0
24623,33,10052,-24687,10000,0
24626,23,12614,-16181,0,0
24627,37,5153,-20185,10000,0
24628,70,23611,-35772,50000,0
24629,11,3092,-5015,5000,0
24630,6,3853,-1335,0,0
24631,53,15730,-32080,40000,0
24632,43,5282,-16760,20000,1
24633,9,4427,-9500,10000,0
24639,5,3398,-3170,5000,0
24641,32,6292,-11129,0,1
24643,16,12893,-6453,0,0
24648,20,22265,-9216,0,0
24649,50,12281,-22015,0,0
24653,28,12229,-11570,10000,0
24654,23,2214,-12704,8000,0
24655,15,4643,-8548,10000,0
24656,36,11252,-27677,10000,0
24658,37,4163,-23998,25000,0
24659,48,15378,-30243,30000,0
24660,26,2437,-12739,25000,0
24661,24,1420,-7980,3000,1
24662,27,7287,-19896,21000,0
24665,82,5915,-30384,30000,1
24669,21,2324,-5056,5000,1
24670,51,7886,-18221,10000,1
24671,56,6035,-23280,15000,0
24680,12,2862,-5905,5000,0
24686,29,6197,-18171,2000,0
24688,42,4420,-21496,15000,0
24690,33,15415,-15830,10000,0
24691,24,9129,-14190,0,0
24693,75,7647,-43592,40000,0
24694,4,40148,-1440,0,0
24701,42,5848,-28443,20000,0
24736,35,4228,-21590,10000,0
24752,6,623,-736,0,0
24753,28,4232,-13348,15000,0
24755,23,1815,-4089,0,1
24762,34,4550,-13960,14000,0
24772,16,1666,-3023,1000,1
24780,30,11005,-15891,20000,0
24781,48,9335,-25980,20000,0
24783,17,22024,-13174,20000,0
24786,42,11486,-22090,20000,0
24790,30,10291,-18324,0,0
24799,30,9443,-25577,24000,0
24803,32,13713,-17194,0,0
24804,34,17782,-21449,30000,0
24805,53,6231,-19081,5000,1
24806,64,4501,-28607,30000,0
24810,58,9505,-25916,20000,0
24815,43,9513,-31445,30000,0
24819,100,11732,-45599,50000,0
24824,78,39051,-38174,0,0
24827,61,8520,-30053,30000,0
24828,109,3624,-39594,75000,1
24832,50,3884,-23265,45000,0
24833,18,5055,-15350,10000,0
24835,3,1718,-1550,2000,0
24836,3,6920,-2100,0,0
24839,51,23169,-33286,40000,0
24840,45,10561,-32442,0,0
24843,35,7318,-22389,20000,0
24844,4,2541,-1550,0,0
24846,6,3097,-6150,0,0
24847,28,4916,-14993,10000,0
24849,19,5711,-11400,10000,0
24850,15,3196,-5624,0,1
24851,41,5204,-25353,20000,0
24852,73,8787,-38980,40000,0
24853,35,18136,-23251,30000,0
24854,21,7009,-15533,0,0
24855,62,5643,-27708,20000,0
24856,39,10834,-31552,20000,0
24857,45,15085,-32021,30000,0
24858,19,5099,-7918,10000,0
24860,31,8927,-16851,0,0
24861,60,6832,-31746,15000,0
24862,37,7233,-26655,10000,0
24863,51,3562,-26391,35000,0
24865,45,5138,-29206,20000,0
24866,50,11998,-27681,10000,0
24867,60,8772,-33083,20000,0
24868,39,9060,-29878,20000,0
24869,53,8341,-29347,10000,0
24870,46,19537,-31545,30000,0
24871,25,7385,-18460,10000,0
24872,24,27134,-14860,0,0
24873,37,16140,-21929,5000,0
24874,31,4511,-17372,10000,0
24875,12,2416,-426,0,1
24876,8,9608,-9020,0,0
24877,26,4018,-14302,20000,0
24878,6,6305,-3250,0,0
24881,20,4009,-14571,5000,0
24882,30,3982,-19356,15000,0
24883,41,5303,-23290,20000,0
24884,34,4230,-19192,10000,0
24885,40,6584,-21140,6000,0
24887,9,7231,-6240,10000,0
24888,16,7505,-6904,10000,0
24889,17,5339,-10855,10000,0
24890,26,5397,-11039,10000,0
24891,25,5023,-6297,0,1
24892,20,1990,-5892,10000,1
24893,27,4415,-9718,0,1
24894,11,7727,-1367,10000,1
24896,8,7146,-5363,0,0
24897,2,9863,-2270,0,0
24900,4,880,-2060,2000,0
24901,9,3396,-5054,5000,0
24904,1,280,-740,0,0
24905,3,642,-422,0,0
24907,7,1857,-7081,8000,0
24908,7,661,-1622,2000,0
24909,8,1876,-4932,5000,0
24910,28,2828,-5373,5000,1
24912,12,3426,-8018,15000,0
24913,81,3558,-40932,85000,0
24914,15,6424,-7204,10000,0
24931,29,2296,-10950,5000,1
25041,64,13998,-28953,30000,0
25044,5,1728,-1642,2000,0
25051,69,8171,-35237,30000,0
25066,37,2445,-10037,9000,1
25070,45,10183,-25688,20000,0
25071,51,5128,-39182,26000,0
25072,14,2897,-6120,5000,0
25075,60,4653,-24438,20000,0
25079,30,5306,-10916,10000,1
25081,70,23376,-19769,20000,1
25084,72,9046,-16078,10000,1
25085,42,5587,-19702,20000,0
25086,30,21044,-17000,20000,0
25088,12,17957,-5650,0,0
25092,9,3955,-3975,0,0
25095,4,29171,-1860,30000,0
25096,26,10986,-10807,20000,0
25099,40,13958,-26286,20000,0
25101,79,10841,-51407,50000,0
25104,2,404,-950,0,0
25106,31,2408,-12410,12000,0
25107,6,371,-1198,0,0
25108,13,7618,-8983,0,0
25109,8,3863,-2012,0,0
25111,40,5161,-27610,30000,0
25113,62,6575,-44268,30000,0
25114,66,10638,-56839,45000,0
25115,63,9133,-56112,45000,0
25117,28,10219,-17120,20000,0
25118,11,5922,-10020,10000,0
25120,28,10441,-20170,20000,0
25121,64,9660,-39023,40000,0
25122,83,6769,-53683,40000,0
25123,45,7736,-30515,30000,0
25124,21,10925,-9190,20000,0
25125,2,541,-1420,0,0
25126,47,9981,-26419,30000,0
25127,71,6202,-32122,20000,0
25128,30,4230,-16794,18000,0
25129,46,6526,-34062,36000,0
25130,55,4178,-26824,25000,0
25132,119,11555,-83237,87000,0
25134,44,9921,-28709,0,0
25135,53,3700,-33034,32000,0
25137,39,4306,-28522,27000,0
25139,54,7859,-36825,40000,0
25140,75,8008,-42200,40000,0
25141,31,9761,-26919,20000,0
25142,38,3534,-20627,15000,0
25143,56,4938,-27013,20000,0
25144,47,7014,-23515,10000,0
25145,39,4371,-21202,20000,0
25147,55,5855,-21259,20000,1
25148,5,3134,-4331,0,0
25149,21,3749,-10080,10000,0
25150,25,9264,-15370,20000,0
25151,4,50,-160,0,0
25153,36,3996,-16748,11000,0
25155,50,4453,-29082,31000,0
25156,30,4196,-16050,16000,0
25157,54,18219,-38528,10000,0
25158,71,6721,-36614,35000,0
25159,31,7938,-22440,12000,0
25160,38,3510,-17231,10000,0
25161,31,4820,-23054,20000,0
25162,73,2873,-35229,30000,0
25163,61,6514,-36302,35000,0
25164,41,5695,-24136,10000,0
25165,64,11696,-37455,40000,0
25166,15,4634,-9243,10000,0
25167,69,4487,-37642,30000,0
25182,42,5198,-24375,25000,0
25185,37,8044,-15736,10000,0
25199,24,5362,-11910,10000,0
25205,27,5399,-7903,10000,1
25208,1,56,-800,0,0
25211,29,16033,-18713,20000,0
25212,65,13569,-37968,40000,0
25216,75,6726,-36312,30000,0
25220,197,10346,-65666,60000,1
25224,58,12405,-36478,20000,0
25228,33,3467,-17283,15000,0
25230,45,7001,-36647,30000,0
25231,51,5259,-30181,30000,0
25232,88,3469,-31585,47000,1
25233,37,3449,-7016,15000,1
25234,19,1246,-2322,3000,1
25236,58,3469,-33343,71000,0
25237,39,5859,-28876,30000,0
25239,41,10449,-24675,30000,0
25241,67,7872,-36151,37000,0
25243,33,1929,-15676,11000,0
25244,18,10016,-13600,20000,0
25245,44,5059,-22510,22000,0
25246,42,5868,-30977,30000,0
25248,44,12167,-26852,40000,0
25249,15,36559,-10457,50000,0
25250,50,14300,-33783,20000,0
25251,77,5714,-33441,35000,0
25252,44,8195,-27875,20000,0
25253,54,11647,-28642,40000,0
25254,69,12862,-43814,50000,0
25255,53,3507,-28179,23000,0
25256,44,3840,-15326,16000,1
25257,66,5096,-26277,20000,1
25258,64,5091,-20795,25000,1
25260,64,9105,-38541,30000,0
25261,45,6335,-21819,12000,0
25262,65,4423,-24291,16000,1
25264,55,4692,-25630,27000,0
25266,60,3921,-26876,20000,0
25267,61,10992,-37734,30000,0
25268,64,10638,-38019,30000,0
25269,63,4089,-23779,16000,1
25270,46,5509,-18782,20000,0
25271,49,4825,-20972,20000,0
25272,56,4048,-20554,20000,1
25273,51,4740,-31110,30000,0
25274,26,2350,-11545,9000,0
25275,103,4058,-40082,80000,1
25276,46,4679,-28020,21000,0
25278,15,5188,-12939,10000,0
25279,146,4470,-56952,49000,1
25280,66,7139,-33019,27000,0
25281,62,7008,-32167,30000,0
25282,57,5900,-26777,30000,0
25283,55,5592,-19496,15000,1
25284,36,3515,-19379,40000,0
25285,48,11211,-35646,20000,0
25286,26,4474,-19240,10000,0
25288,51,5254,-24550,20000,0
25289,54,4732,-30960,30000,0
25290,31,12488,-28260,0,0
25291,101,15175,-41307,20000,0
25298,39,14071,-26826,0,0
25299,20,4103,-13464,10000,0
25300,36,3490,-15120,15000,0
25301,47,6997,-25958,20000,0
25302,16,3870,-7803,10000,0
25304,53,9674,-19180,35000,1
25305,35,1336,-10725,10000,1
25306,7,991,-2232,0,0
25309,31,7577,-16103,0,0
25310,32,23733,-14982,30000,0
25312,45,4063,-35454,36000,0
25313,66,4515,-20377,12000,1
25314,87,13232,-43471,20000,0
25315,52,9485,-27949,20000,0
25316,31,5277,-18575,15000,0
25317,32,5656,-21920,20000,0
25318,29,5609,-16330,20000,0
25319,28,2932,-14680,9000,0
25320,31,5162,-19087,10000,0
25322,20,7482,-9910,10000,0
25323,64,10618,-28387,10000,0
25333,84,8425,-49890,60000,0
25336,46,5631,-22590,20000,0
25344,30,6720,-20322,10000,0
25347,2,748,-205,0,0
25348,18,5886,-10720,10000,0
25350,4,4043,-4394,5000,0
25352,13,1154,-2515,0,1
25357,3,19384,-1370,20000,0
25358,43,5797,-21576,20000,0
25361,12,3113,-5553,0,0
25362,19,4891,-12232,10000,0
25364,44,4624,-20558,10000,0
25370,54,12202,-22343,40000,0
25371,20,13117,-5348,10000,1
25372,48,6131,-23089,20000,0
25376,9,2999,-4829,0,0
25396,1,74,-300,0,0
25417,62,17603,-33394,0,0
25429,68,14055,-31927,30000,0
25439,54,5946,-20407,20000,1
25441,30,16587,-14515,20000,0
25447,55,7813,-16028,10000,1
25471,13,4974,-4880,10000,1
25474,44,11290,-17282,20000,1
25475,25,5064,-9650,10000,1
25476,66,5329,-17740,20000,1
25478,8,2544,-6010,0,0
25479,13,5836,-9020,10000,0
25483,28,17277,-16726,20000,0
25485,42,11840,-17946,10000,0
25490,18,4295,-9026,0,0
25491,47,8628,-28688,20000,0
25495,70,10546,-28371,10000,0
25496,34,8259,-27832,20000,0
25497,53,9155,-20954,20000,1
25498,39,3343,-9523,2000,1
25501,12,24077,-6630,10000,0
25502,79,6218,-31122,30000,1
25505,52,23448,-35654,0,0
25506,17,2921,-6993,0,0
25507,20,4163,-7580,0,1
25508,66,3572,-15242,10000,1
25509,23,5131,-14839,10000,0
25510,73,6879,-33904,20000,0
25511,18,5338,-10030,10000,0
25513,9,3714,-7550,0,0
25514,3,15841,-6240,0,0
25516,4,9463,-1750,10000,0
25518,2,3767,-2700,0,0
25522,77,4546,-33500,31000,0
25525,8,4995,-4598,0,0
25529,4,3180,-3290,0,0
25530,7,1029,-1940,2000,0
25533,16,4186,-6516,0,0
25537,2,267,-450,0,0
25538,51,8201,-29455,30000,0
25546,4,1171,-1990,2000,0
25548,32,3970,-10360,10000,1
25550,30,22381,-23830,30000,0
25552,38,13306,-19155,10000,0
25553,38,21932,-33780,0,0
25557,2,118,-180,0,0
25561,11,17348,-10090,20000,0
25563,28,4278,-14924,15000,0
25566,11,11476,-8520,20000,0
25570,19,9408,-10625,0,0
25573,30,6073,-13300,10000,0
25577,8,12437,-4110,0,0
25579,16,10912,-15219,20000,0
25586,11,2430,-5428,0,0
25587,52,6551,-28990,20000,0
25589,20,4857,-10666,10000,0
25591,16,3519,-6140,0,1
25592,42,5268,-30406,25000,0
25595,46,4367,-21853,16000,0
25596,34,5093,-22910,30000,0
25597,45,4305,-9917,10000,1
25599,36,5488,-10738,10000,1
25600,17,5685,-9936,10000,0
25601,5,3559,-3660,0,0
25602,1,4759,-900,0,0
25603,36,15491,-22356,30000,0
25605,28,4045,-14172,10000,0
25607,9,12311,-2170,10000,0
25608,7,2725,-5200,5000,0
25644,25,5022,-14210,10000,0
25656,51,4717,-29730,20000,0
25663,55,5023,-19582,10000,1
25677,57,4904,-26364,20000,0
25682,18,6620,-7658,10000,0
25683,65,4894,-30734,25000,0
25687,48,5293,-25081,20000,0
25688,14,6188,-4151,0,1
25690,4,4804,-3140,0,0
25694,60,5114,-26579,10000,0
25697,30,4530,-18611,15000,0
25702,16,3729,-11050,10000,0
25704,2,487,-640,0,0
25719,33,8616,-31851,30000,0
25728,11,19004,-10616,20000,0
25759,5,2993,-2388,0,0
25776,47,9014,-27350,12000,0
25785,31,8612,-28384,30000,0
25810,34,6101,-18533,20000,0
25813,54,8057,-39287,40000,0
25817,45,13525,-24089,20000,0
25820,15,3507,-8825,2000,0
25823,35,9555,-23772,0,0
25825,1,54,-200,0,0
25827,22,5460,-12036,10000,0
25832,57,12538,-42453,40000,0
25833,6,2675,-2980,5000,0
25835,33,3595,-12610,10000,1
25837,64,17542,-27093,30000,0
25839,39,12025,-21775,20000,0
25840,41,8010,-20119,20000,0
25841,37,8636,-29749,30000,0
25842,32,6017,-22952,20000,0
25844,67,4762,-35121,34000,0
25845,41,4850,-19823,20000,0
25846,54,9915,-34887,30000,0
25848,10,2072,-5864,5000,0
25849,50,9544,-28924,20000,0
25852,19,3571,-13825,0,0
25855,62,8785,-30306,50000,0
25856,41,5340,-17796,15000,0
25860,19,7422,-7915,0,0
25864,50,15784,-29212,30000,0
25865,74,10182,-38271,40000,0
25866,26,6655,-12397,10000,0
25869,56,15814,-34450,30000,0
25870,36,12640,-19470,20000,0
25871,9,3079,-5690,0,0
25876,23,4808,-13543,5000,0
25878,12,4047,-6514,0,0
25885,4,3083,-1820,5000,0
25888,25,3521,-10659,10000,0
25896,21,5099,-11233,10000,0
25899,1,4165,-2730,0,0
25909,87,4540,-45453,40000,0
25925,64,3743,-29554,28000,0
25939,18,5268,-9350,10000,0
25944,51,9373,-26482,15000,0
25947,55,9259,-32778,30000,0
25950,54,7317,-41800,40000,0
25954,45,16969,-24580,30000,0
25964,72,43048,-29506,40000,0
25965,54,4839,-34142,30000,0
25966,23,4017,-14254,10000,0
25970,67,5189,-34278,30000,0
25972,50,3804,-23003,15000,0
25975,55,4191,-28262,20000,0
25981,33,16611,-19471,10000,0
25983,38,6021,-23535,10000,0
25984,13,2516,-1896,0,1
25986,6,5022,-750,0,0
25987,24,14159,-11875,20000,0
