name,times,balance,allPay,invest,y
64387,39,4629,-18330,10000,0
64388,31,11449,-16538,20000,0
64389,53,5122,-27110,25000,0
64390,70,4991,-29294,17000,0
64392,5,1656,-3870,0,0
64393,63,4124,-25805,22000,0
64394,42,4787,-18007,10000,0
64395,18,4640,-10684,10000,0
64396,41,8645,-31674,30000,0
64397,12,5124,-5648,0,0
64398,29,3334,-6764,0,1
64399,31,8741,-19512,20000,0
64401,13,5404,-8006,10000,0
64402,46,10504,-20034,0,0
64403,2,263,-790,0,0
64404,10,3163,-7030,0,0
64405,21,4392,-11326,10000,0
64406,72,16551,-41191,40000,0
64407,41,7229,-26618,30000,0
64408,52,9313,-24649,20000,0
64409,59,7714,-29515,10000,0
64411,41,4198,-21116,14000,0
64412,57,7605,-27418,20000,0
64413,5,1302,-1750,2000,0
64416,27,23197,-22311,30000,0
64417,9,922,-3460,0,0
64418,62,8244,-31829,20000,0
64419,52,12350,-36091,10000,0
64420,85,3969,-36125,60000,0
64422,14,2093,-5136,0,1
64423,68,6153,-27273,30000,0
64424,12,6280,-8450,10000,0
64425,35,7630,-23671,0,0
64426,5,4324,-6420,0,0
64427,33,5765,-19472,10000,0
64428,26,4356,-19650,15000,0
64429,45,16746,-30461,30000,0
64430,35,8780,-19156,0,0
64431,63,10334,-34139,40000,0
64432,21,10934,-19525,0,0
64433,15,6047,-9269,10000,0
64434,38,10692,-23864,20000,0
64435,20,4316,-13210,10000,0
64436,3,3268,-267,5000,0
64437,34,13110,-23589,40000,0
64438,39,12216,-29353,20000,0
64439,38,8907,-28230,20000,0
64440,8,2447,-4300,0,0
64441,26,6293,-21967,10000,0
64442,46,11642,-37660,30000,0
64443,61,7190,-29779,22000,0
64444,39,5382,-25968,20000,0
64445,18,5685,-13857,0,0
64447,52,4144,-34662,27000,0
64448,14,4408,-10710,10000,0
64542,45,3864,-22106,20000,0
64543,36,4249,-13760,15000,1
64546,45,11107,-36476,40000,0
64548,20,4411,-11964,10000,0
64549,32,3827,-19520,15000,0
64550,28,4486,-19329,20000,0
64551,40,26758,-31734,0,0
64552,28,5713,-15950,10000,0
64554,20,6211,-18210,20000,0
64555,28,2292,-16265,17000,0
64556,60,7956,-23387,20000,1
64557,49,4954,-24186,25000,0
64558,7,15607,-7366,0,0
64559,43,7763,-16306,10000,1
64560,5,2430,-2890,3000,0
64561,19,6457,-14314,5000,0
64562,15,1805,-8960,9000,0
64564,84,5731,-31290,35000,1
64565,17,5217,-9650,10000,0
64566,20,4637,-9471,0,0
64567,59,16509,-23969,30000,0
64568,38,4636,-17670,10000,0
64569,31,5308,-12627,5000,0
64570,28,5098,-11353,0,0
64571,45,13430,-20366,20000,0
64572,46,10065,-24813,20000,0
64573,32,5359,-18620,10000,0
64574,78,19896,-29707,30000,1
64575,48,9315,-14599,10000,1
64576,16,5451,-10685,10000,0
64577,54,11916,-30441,10000,0
64578,34,10177,-20190,20000,0
64579,121,3633,-57121,107000,0
64580,59,8812,-31557,35000,0
64581,53,7715,-26849,21000,0
64582,57,10162,-36884,30000,0
64583,41,8352,-30367,30000,0
64584,68,5025,-30767,30000,0
64585,61,9480,-33062,30000,0
64586,26,9340,-14027,20000,0
64587,35,5414,-15318,5000,0
64588,60,10135,-28074,10000,0
64589,34,5863,-11287,10000,1
64590,51,5178,-22341,20000,0
64591,57,5220,-34969,35000,0
64592,27,5463,-15165,15000,0
64593,58,7710,-23809,21000,0
64594,62,9611,-36326,25000,0
64595,39,5418,-11659,10000,1
64596,33,5372,-19620,10000,0
64597,58,10922,-34932,25000,0
64598,69,6476,-39784,30000,0
64599,51,5117,-20782,14000,0
64600,11,5587,-10140,10000,0
64601,43,4717,-26664,20000,0
64602,3,192,-100,0,0
64603,32,4602,-19023,10000,0
64604,11,1663,-3069,4000,1
64605,39,5126,-21914,10000,0
64606,42,9651,-32429,20000,0
64607,58,16540,-18902,0,1
64608,25,18455,-16430,20000,0
64610,28,6750,-16240,5000,0
64611,48,9093,-32707,20000,0
64613,24,15200,-29617,30000,0
64614,10,4469,-8640,0,0
64615,21,4471,-17799,10000,0
64616,41,4740,-19973,10000,0
64617,19,7527,-11160,0,0
64619,58,6132,-34477,20000,0
64620,30,10641,-19340,20000,0
64621,60,6220,-24977,30000,0
64622,47,11717,-34747,40000,0
64623,97,11424,-38499,40000,1
64624,65,5618,-35474,21000,0
64625,40,3482,-19267,20000,0
64626,42,9309,-25882,20000,0
64627,40,8956,-19975,10000,0
64628,32,5222,-12559,10000,1
64629,32,6192,-17092,10000,0
64630,52,7614,-27013,20000,0
64631,64,4765,-28177,25000,0
64632,31,4970,-18300,20000,0
64633,58,7511,-32958,25000,0
64634,27,4369,-13090,13000,0
64637,22,6551,-13296,15000,0
64638,52,5462,-30188,30000,0
64639,34,4735,-15961,11000,0
64640,55,13367,-36214,10000,0
64641,84,10831,-29579,15000,1
64642,52,7218,-24318,30000,0
64643,39,4168,-16358,15000,0
64644,60,4696,-28409,29000,0
64645,32,8895,-21860,30000,0
64646,20,2643,-7453,3000,1
64647,52,7762,-26989,30000,0
64648,59,5145,-27058,30000,0
64649,44,5088,-20410,20000,0
64650,15,4399,-9787,12000,0
64651,63,6768,-49746,50000,0
64652,42,5254,-35199,30000,0
64653,1,295,-780,0,0
64654,68,16364,-30072,30000,0
64655,40,5713,-15416,20000,1
64656,26,4506,-14662,10000,0
64657,35,9358,-22154,20000,0
64658,68,4781,-34460,35000,0
64659,31,4756,-18181,10000,0
64660,50,8043,-37533,20000,0
64661,69,15281,-37737,30000,0
64662,42,8692,-29905,30000,0
64663,34,9141,-31489,20000,0
64664,32,8386,-21039,10000,0
64665,22,8616,-19560,10000,0
64666,35,4990,-23726,12000,0
64667,44,8606,-29639,30000,0
64668,77,7447,-41213,35000,0
64669,68,9099,-45819,30000,0
64670,16,3711,-11011,10000,0
64671,88,10106,-46147,45000,0
64672,49,9838,-27869,20000,0
64674,34,8320,-21133,20000,0
64675,9,1055,-4431,5000,0
64676,19,1690,-5580,6000,1
64679,57,27706,-26145,40000,0
64680,69,10598,-32435,30000,0
64681,52,12844,-34527,30000,0
64682,15,4836,-9085,10000,0
64684,36,9195,-21871,20000,0
64685,70,18901,-50400,30000,0
64686,56,5025,-26099,25000,0
64687,37,3495,-19732,15000,0
64688,59,8243,-22880,10000,1
64689,51,6632,-37017,37000,0
64690,42,3939,-25405,23000,0
64691,45,4702,-24159,20000,0
64692,47,8899,-34893,20000,0
64693,48,8555,-28331,10000,0
64694,53,8632,-18000,20000,1
64695,48,4418,-15468,15000,1
64696,50,5331,-25872,20000,0
64698,53,10500,-38470,40000,0
64699,60,6178,-29006,20000,0
64700,64,10055,-28042,20000,0
64702,60,9016,-29328,10000,0
64703,41,4632,-27240,17000,0
64704,35,3338,-15511,2000,0
64705,45,9587,-32343,10000,0
64706,57,9180,-32175,30000,0
64707,22,4106,-19658,10000,0
64708,74,5291,-33880,22000,0
64709,49,6663,-25257,21000,0
64710,82,6533,-53419,50000,0
64711,64,10813,-34175,30000,0
64712,40,4576,-28664,25000,0
64713,86,3493,-30557,60000,1
64714,47,8445,-21644,22000,0
64715,53,9426,-30313,10000,0
64716,45,11025,-41631,30000,0
64717,55,7273,-29638,11000,0
64718,90,5106,-17268,10000,1
64720,70,14329,-37031,30000,0
64721,55,8955,-30778,35000,0
64722,68,5305,-28006,20000,0
64723,63,5436,-34595,28000,0
64724,54,17005,-58643,80000,0
64725,66,4617,-29228,31000,0
64726,23,3253,-11970,5000,0
64727,58,6826,-20365,5000,1
64728,41,9842,-24266,20000,0
64729,52,17393,-36963,0,0
64730,48,7707,-29043,10000,0
64731,30,11611,-17551,20000,0
64732,61,9619,-33544,20000,0
64733,44,4469,-24610,20000,0
64735,60,9624,-32954,20000,0
64736,22,1434,-6900,7000,1
64737,12,5073,-8747,10000,0
64738,41,9704,-21644,0,0
64739,45,8853,-21919,21000,0
64740,16,2779,-9772,10000,0
64741,63,3651,-27725,45000,0
64742,53,4792,-26967,25000,0
64743,54,5951,-30088,30000,0
64745,48,6567,-32544,35000,0
64746,3,3567,-4400,0,0
64747,68,16243,-62206,70000,0
64748,62,5236,-27521,20000,0
64749,31,12200,-21317,20000,0
64750,66,7779,-31903,35000,0
64751,40,6172,-17317,15000,0
64752,46,10381,-33146,10000,0
64753,38,10960,-22159,0,0
64754,40,6728,-19838,25000,0
64755,35,9432,-17294,0,0
64756,30,5270,-23190,20000,0
64757,19,4411,-7350,0,1
64758,30,13092,-28527,20000,0
64759,23,4502,-17233,10000,0
64760,22,9950,-18080,15000,0
64761,43,9336,-24638,30000,0
64762,34,5955,-22532,20000,0
64763,65,6796,-27846,20000,0
64764,53,11523,-23226,10000,0
64765,19,5206,-10887,10000,0
64766,57,3039,-17301,17000,1
64767,22,5614,-9940,10000,0
64768,28,3218,-14582,10000,0
64769,22,10406,-24207,0,0
64770,43,5189,-29598,30000,0
64771,10,6940,-8330,0,0
64772,18,10679,-15049,0,0
64773,30,9864,-17348,20000,0
64774,35,18518,-22140,0,0
64776,55,4252,-21331,20000,1
64777,53,12067,-21792,20000,0
64778,63,9877,-23351,10000,1
64779,32,8992,-22045,20000,0
64780,1,902,-400,0,0
64781,47,27627,-27472,40000,0
64782,24,12618,-19960,20000,0
64783,46,11209,-26555,20000,0
64785,43,8200,-27542,10000,0
64786,21,5162,-11404,10000,0
64787,63,4643,-35269,30000,0
64788,30,4832,-18343,15000,0
64789,65,3655,-34196,60000,0
64790,17,5356,-10592,10000,0
64791,37,5017,-23249,20000,0
64792,34,4526,-19914,20000,0
64793,44,5561,-24459,11000,0
64794,60,6068,-40117,40000,0
64795,27,5308,-18268,20000,0
64796,19,3894,-11159,10000,0
64797,24,4883,-15986,15000,0
64798,39,9863,-24957,20000,0
64799,48,10928,-25056,20000,0
64801,67,16340,-42271,40000,0
64802,56,14423,-28941,30000,0
64803,55,8536,-25261,26000,0
64804,25,4263,-16106,15000,0
64805,46,10226,-29769,35000,0
64807,57,4258,-32154,35000,0
64808,55,6417,-29605,22000,0
64809,54,5780,-27828,30000,0
64810,50,9827,-20898,0,0
64811,49,8442,-25187,10000,0
64812,46,16534,-31331,30000,0
64813,7,921,-1606,0,0
64814,29,5918,-17914,5000,0
64815,59,13188,-33141,30000,0
64817,29,9155,-21955,20000,0
64818,55,4915,-29869,20000,0
64819,45,9654,-31180,10000,0
64820,43,4992,-19542,20000,0
64821,49,10041,-29327,30000,0
64822,36,4111,-15253,15000,0
64823,62,3949,-25687,27000,0
64825,32,9221,-14557,10000,0
64826,82,3481,-33975,60000,0
64827,66,8242,-34143,14000,0
64828,62,3411,-32395,70000,0
64830,25,4666,-9900,0,1
64831,39,5879,-23339,20000,0
64832,39,7519,-28716,20000,0
64833,40,5226,-24331,15000,0
64834,55,6945,-34700,20000,0
64835,55,8590,-30473,20000,0
64836,15,10823,-20730,20000,0
64837,59,24328,-30602,30000,0
64838,47,10836,-27090,20000,0
64839,23,10727,-20800,20000,0
64840,56,6392,-21760,12000,1
64841,27,5637,-16486,20000,0
64842,39,5942,-25758,30000,0
64843,61,6353,-31893,20000,0
64844,41,8445,-26035,25000,0
64845,88,3827,-31115,55000,1
64846,25,3556,-11545,10000,0
64847,8,1567,-5850,2000,0
64849,62,8881,-43250,30000,0
64850,34,4139,-16395,15000,0
64851,73,4831,-34208,30000,0
64852,35,9484,-26290,40000,0
64853,43,7309,-29168,20000,0
64854,25,5130,-9732,10000,1
64855,39,5323,-33161,30000,0
64856,31,6216,-18376,20000,0
64857,29,5153,-20053,20000,0
64858,50,12707,-37235,20000,0
64860,35,4281,-13039,13000,1
64861,37,4788,-23064,20000,0
64862,26,5164,-16983,20000,0
64863,81,14478,-35000,40000,0
64864,65,7933,-38628,20000,0
64865,43,11492,-28943,20000,0
64866,39,10087,-25435,25000,0
64867,18,4276,-6210,5000,1
64868,42,4636,-23030,22000,0
64869,31,4795,-25014,20000,0
64870,32,9241,-19076,30000,0
64871,5,609,-1470,0,0
64872,24,6594,-17449,10000,0
64873,30,9802,-26242,20000,0
64874,50,4256,-28000,25000,0
64875,39,9618,-27871,30000,0
64876,43,14616,-25648,20000,0
64877,58,5139,-35971,20000,0
64878,67,9642,-51653,50000,0
64879,2,8380,0,0,0
64880,59,13372,-45210,45000,0
64881,33,27556,-30709,40000,0
64886,56,22119,-42740,40000,0
64927,67,14838,-38075,40000,0
64931,72,8960,-29041,40000,0
64932,46,6710,-36203,20000,0
65032,1,686,-520,0,0
65058,53,8802,-30536,21000,0
65271,43,9444,-26517,20000,0
65289,33,11071,-19105,5000,0
65299,41,39042,-30868,0,0
65317,20,7558,-12240,10000,0
65320,45,6591,-28063,25000,0
65321,44,4233,-26237,18000,0
65336,52,5951,-30837,30000,0
65337,38,9850,-21046,20000,0
65338,35,5990,-23081,20000,0
65339,18,6242,-12592,10000,0
65341,55,8712,-39114,35000,0
65344,57,7440,-39630,36000,0
65345,40,12030,-14628,20000,1
65346,55,13252,-33727,30000,0
65349,56,13529,-34036,10000,0
65350,24,12279,-17428,0,0
65353,46,7549,-19266,10000,0
65358,27,9673,-20135,0,0
65361,25,12869,-9350,8500,1
65362,10,8629,-5330,0,0
65366,43,7155,-29050,16000,0
65367,51,13362,-34866,50000,0
65372,39,4539,-20114,20000,0
65407,36,8880,-22648,20000,0
65478,6,7678,-3640,10000,0
65519,24,4405,-15251,15000,0
65526,4,796,-2500,0,0
65536,45,8418,-29889,10000,0
65564,60,7685,-33736,35000,0
65565,49,4886,-34699,25000,0
65572,35,4137,-22189,20000,0
65596,63,8809,-36364,25000,0
65607,81,6599,-33373,40000,0
65629,52,3020,-13561,10000,1
65633,33,2989,-12578,12000,1
65635,35,8676,-18352,20000,0
65636,40,4589,-17974,8000,0
65641,45,7211,-20730,20000,0
65683,49,9184,-23533,20000,0
65697,38,4927,-19560,10000,0
65712,22,5226,-11792,10000,0
65754,40,8900,-17326,25000,0
65760,29,4859,-13127,0,0
65762,53,5220,-18733,10000,1
65791,41,4978,-11039,10000,1
65792,65,6815,-24209,18000,1
65795,34,4832,-20417,15000,0
65798,53,11506,-23017,20000,0
65799,49,9214,-37205,35000,0
65800,50,15563,-30867,30000,0
65803,47,11063,-33431,20000,0
65817,37,9363,-22440,30000,0
65819,48,5465,-19182,20000,1
65822,51,6114,-31260,30000,0
65830,80,4484,-29823,30000,1
65832,64,34001,-38638,0,0
65836,48,5176,-30048,30000,0
65857,45,4130,-26848,27000,0
65879,13,4691,-11590,10000,0
65882,57,12722,-43065,40000,0
65899,35,38676,-22399,0,0
65900,56,6243,-38724,40000,0
65902,36,5831,-23505,20000,0
65910,48,5775,-29216,25000,0
65911,43,5923,-29560,20000,0
65912,47,4865,-24739,23000,0
65913,45,9645,-29189,10000,0
65914,52,11918,-29059,20000,0
65915,29,18429,-29117,30000,0
65916,31,23690,-20190,0,0
65917,45,10950,-29188,20000,0
65918,75,11225,-19070,20000,1
65919,49,8921,-30032,20000,0
65920,36,7060,-17976,20000,0
65921,19,4750,-13238,15000,0
65922,60,4855,-22775,15000,1
65923,54,5200,-20656,21000,1
65924,43,5689,-16395,20000,1
65925,41,8123,-21570,29000,0
65926,47,12362,-25916,0,0
65927,17,8387,-13777,0,0
65928,75,8736,-45384,35000,0
65929,37,6763,-19180,10000,0
65930,21,5220,-11053,10000,0
65931,44,4712,-24480,25000,0
65932,44,6058,-22241,25000,0
65933,82,5963,-36410,35000,0
65934,45,5919,-32651,20000,0
65935,43,10078,-32753,20000,0
65936,45,5218,-26570,20000,0
65937,46,7181,-16152,10000,1
65938,45,5045,-11503,10000,1
65939,49,3253,-28848,55000,0
65940,31,4938,-23720,30000,0
65941,82,5792,-40400,25000,0
65942,34,5036,-29570,15000,0
65943,3,1592,-600,2000,0
65944,78,5192,-29450,30000,1
65945,69,11941,-33395,50000,0
65946,45,4593,-7608,0,1
65947,34,3982,-13881,5000,0
65948,52,6260,-20771,10000,1
65949,52,5485,-28311,30000,0
65950,58,7370,-33743,35000,0
65952,37,9494,-21409,20000,0
65953,36,7738,-27572,5000,0
65954,56,21890,-34984,30000,0
65955,31,5036,-24946,30000,0
65956,31,8556,-23029,20000,0
65957,22,5007,-21223,16000,0
65958,39,9169,-32854,10000,0
65959,2,92,-90,0,0
65960,42,3369,-18550,19000,0
65962,22,25747,-16448,40000,0
65963,60,6444,-31169,29000,0
65964,40,5938,-26429,23000,0
65965,26,7944,-16030,10000,0
65966,16,4790,-11040,10000,0
65967,26,5703,-16799,20000,0
65968,39,5691,-21385,20000,0
65969,45,3256,-21555,45000,0
65970,13,4455,-10060,10000,0
65971,27,3235,-12566,5000,0
65972,72,6907,-32368,32000,0
65973,55,5945,-28308,21000,0
65974,13,2275,-7420,7000,0
65975,21,4305,-12119,10000,0
65976,30,7424,-23579,15000,0
65977,18,20594,-14580,20000,0
65978,42,6841,-21091,6000,0
65979,32,9359,-24570,21000,0
65980,41,5107,-30253,20000,0
65981,47,7971,-30194,30000,0
65982,35,10621,-21570,30000,0
65983,46,6077,-24841,30000,0
65984,57,16366,-32114,32000,0
65986,61,5997,-31080,35000,0
65987,42,4319,-17530,14000,0
65988,79,5117,-41883,40000,0
65990,50,5321,-27960,20000,0
65991,42,5315,-29760,30000,0
65992,61,6664,-24416,10000,0
65993,37,7967,-23745,7000,0
65994,33,6339,-29260,30000,0
65995,26,11046,-21280,0,0
65996,28,8385,-23590,10000,0
65997,46,12885,-19699,20000,0
65998,39,21538,-29581,30000,0
65999,66,15706,-31098,30000,0
66000,46,3989,-32867,60000,0
66001,56,16182,-35311,50000,0
66002,50,9139,-41000,40000,0
66003,40,4125,-22072,20000,0
66004,28,10625,-23369,20000,0
66005,70,7032,-36259,20000,0
66006,15,4913,-11303,10000,0
66007,31,8463,-17108,0,0
66008,27,11502,-19469,20000,0
66009,5,1871,-3828,0,0
66010,53,8714,-31369,15000,0
66011,53,5399,-33461,30000,0
66012,57,5436,-30130,32000,0
66013,45,8201,-40262,30000,0
66014,32,10838,-19870,20000,0
66015,31,3306,-16788,30000,0
66016,45,3667,-28727,50000,0
66017,47,6296,-46260,30000,0
66018,7,3282,-4590,5000,0
66019,20,3660,-13720,5000,0
66020,63,5782,-42319,30000,0
66021,46,9968,-32187,30000,0
66022,23,9594,-23190,10000,0
66023,35,8223,-29880,30000,0
66024,21,6623,-19990,10000,0
66025,35,8704,-24060,20000,0
66026,45,9257,-35983,30000,0
66027,55,5309,-25935,15000,0
66029,52,7084,-37381,35000,0
66030,34,8039,-21650,5000,0
66031,61,14800,-35064,35000,0
66032,19,7892,-15432,0,0
66034,21,10835,-5915,0,1
66037,48,9653,-29673,20000,0
66038,35,4376,-20481,15000,0
66039,17,4800,-10231,10000,0
66040,45,16331,-30387,0,0
66041,31,5908,-19153,16500,0
66042,24,4609,-23177,15000,0
66043,33,13347,-31580,40000,0
66044,21,5013,-21775,10000,0
66045,45,3522,-23148,50000,0
66046,66,3576,-32667,65000,0
66047,41,5598,-23150,25000,0
66048,86,11331,-35908,20000,0
66049,28,4515,-22195,20000,0
66050,48,4064,-24848,20000,0
66051,51,5153,-29722,30000,0
66052,7,19319,-14709,0,0
66054,32,8557,-22240,25000,0
66055,44,6072,-27482,30000,0
66056,46,5604,-27664,30000,0
66058,43,5957,-27456,30000,0
66059,47,8079,-29919,24000,0
66061,39,8728,-29044,30000,0
66062,33,5524,-30250,30000,0
66063,85,9669,-49021,30000,0
66065,39,13967,-33588,20000,0
66067,40,8919,-34686,50000,0
66069,17,5230,-9261,0,0
66078,41,11526,-27723,20000,0
66085,27,6345,-16171,10000,0
66086,48,8024,-32180,30000,0
66087,32,8862,-23522,20000,0
66090,52,6214,-19330,10000,1
66092,43,15993,-27101,20000,0
66093,37,3780,-26593,20000,0
66094,47,4906,-32591,30000,0
66095,51,8927,-30220,30000,0
66098,42,4901,-30042,20000,0
66099,43,3002,-9113,5000,1
66100,51,4217,-16951,10000,1
66101,29,11762,-22449,20000,0
66103,1,55,-160,0,0
66104,46,6743,-32227,20000,0
66105,34,8563,-31367,20000,0
66107,54,15457,-39573,30000,0
66110,54,6114,-18818,20000,1
66111,27,5616,-18320,20000,0
66112,37,10180,-24855,20000,0
66113,20,3015,-13785,6000,0
66114,2,9740,-1000,0,0
66115,33,3836,-19280,20000,0
66116,17,10049,-13592,0,0
66117,30,5387,-20251,20000,0
66118,23,4574,-11647,10000,0
66119,19,3781,-14060,10000,0
66120,33,4708,-24799,25000,0
66121,16,5802,-10342,10000,0
66122,37,5030,-22174,13000,0
66123,17,4264,-11088,10000,0
66124,17,6245,-16105,2000,0
66125,37,4385,-17415,12000,0
66130,30,5300,-19797,20000,0
66131,24,3154,-15826,10000,0
66132,36,3744,-17039,15000,0
66133,39,6551,-16140,6000,0
66134,66,9900,-27891,20000,0
66135,44,5462,-17240,10000,1
66136,39,5694,-21730,20000,0
66137,46,6641,-26248,15000,0
66138,37,9494,-23643,10000,0
66139,10,2155,-3663,0,0
66140,51,17078,-27610,0,0
66142,20,8423,-18644,0,0
66143,53,6575,-23998,30000,0
66144,33,4968,-21941,20000,0
66145,31,9243,-14430,0,0
66146,8,6987,-4522,10000,0
66147,48,9610,-31530,10000,0
66148,48,14590,-34267,30000,0
66150,29,5258,-14009,15000,0
66151,33,8723,-18881,10000,0
66152,42,12324,-25322,0,0
66153,88,13244,-43966,20000,0
66154,30,9852,-18050,20000,0
66155,15,5544,-12137,0,0
66156,49,5232,-24062,25000,0
66157,27,5339,-20060,10000,0
66163,45,5245,-16933,10000,1
66166,24,4383,-7665,0,1
66168,42,4898,-25363,25000,0
66169,46,4430,-25036,22000,0
66170,18,4363,-13220,13000,0
66171,30,5605,-18668,10000,0
66172,33,10801,-19944,20000,0
66173,34,10114,-28650,20000,0
66175,48,6201,-17318,30000,1
66176,43,2848,-18607,12000,0
66177,54,3669,-19979,50000,1
66178,58,4171,-21229,45000,1
66179,27,8795,-16062,0,0
66180,67,9279,-37248,30000,0
66181,30,5540,-21371,20000,0
66182,29,16409,-16253,0,0
66183,40,10500,-26120,10000,0
66184,67,10005,-21258,10000,1
66185,23,6667,-14288,20000,0
66186,38,5333,-14550,20000,1
66187,47,7156,-23498,20000,0
66188,37,11690,-24450,40000,0
66190,58,11386,-45355,50000,0
66191,48,8134,-26705,10000,0
66192,82,8394,-24700,10000,1
66193,41,4585,-28649,30000,0
66196,42,5509,-29220,30000,0
66198,31,4896,-10394,10000,1
66199,3,2832,-2000,0,0
66200,15,5119,-7482,15000,0
66201,25,9948,-16168,0,0
66203,29,4271,-10164,10000,1
66204,7,1701,-827,2000,0
66206,45,5340,-20348,20000,0
66207,41,5155,-28666,21000,0
66209,21,4404,-10500,10000,0
66210,6,4876,-1483,0,0
66211,35,5785,-15700,12000,0
66212,68,5351,-28372,28000,0
66213,14,4007,-6490,0,0
66216,6,5136,-6781,0,0
66217,42,18736,-28417,3000,0
66218,2,68,-500,0,0
66219,13,2501,-7069,0,0
66221,17,1717,-6566,5000,1
66222,76,8618,-38885,20000,0
66223,6,3699,-3590,0,0
66224,31,7181,-25042,20000,0
66225,53,6320,-22693,20000,0
66226,41,6790,-24448,20000,0
66228,49,4868,-28727,20000,0
66229,20,2846,-10296,2000,0
66230,53,5517,-30300,20000,0
66231,36,5068,-23217,15000,0
66232,44,3611,-19300,21000,0
66233,38,16399,-26200,40000,0
66234,56,14759,-19826,0,1
66235,47,14957,-39853,30000,0
66236,36,13095,-19360,20000,0
66238,37,8250,-34586,30000,0
66239,44,4547,-17888,10000,0
66240,46,16744,-21329,0,0
66241,43,5045,-27414,20000,0
66242,32,10576,-19124,20000,0
66243,53,7864,-37099,55000,0
66244,49,7370,-27700,10000,0
66246,79,6327,-34950,28000,0
66248,29,7241,-26840,10000,0
66249,89,7487,-40532,35000,0
66250,35,5635,-20484,10000,0
66254,24,3995,-12010,12000,0
66255,32,13146,-15501,20000,0
66256,56,12003,-26575,0,0
66257,46,16382,-42473,10000,0
66258,44,12368,-27100,10000,0
66259,44,25721,-34822,20000,0
66260,32,15579,-22459,0,0
66261,57,8426,-27643,10000,0
66262,14,6074,-9970,10000,0
66263,39,4636,-23415,19000,0
66264,39,15086,-26220,20000,0
66265,51,6133,-25156,23000,0
66266,32,8582,-19699,20000,0
66267,42,10417,-22955,20000,0
66268,52,8921,-23685,10000,0
66269,38,7945,-21340,10000,0
66270,72,5816,-27922,30000,1
66271,43,7892,-28045,30000,0
66272,56,5974,-33603,35000,0
66273,32,2774,-15295,30000,0
66274,52,29230,-20958,0,0
66275,40,9409,-17981,30000,0
66276,49,5060,-38078,30000,0
66277,39,8572,-33962,30000,0
66278,6,1517,-2541,0,0
66279,54,5121,-24926,20000,0
66280,59,4715,-35988,35000,0
66281,48,6681,-31195,30000,0
66282,49,7466,-25964,10000,0
66284,32,8698,-26156,10000,0
66285,66,3362,-30917,31000,0
66286,40,2905,-25053,50000,0
66287,43,4160,-24990,25000,0
66289,48,9512,-23593,20000,0
66290,57,22758,-43222,100000,0
66291,63,7807,-32692,25000,0
66292,31,14675,-23680,20000,0
66294,75,8945,-52412,50000,0
66295,50,17676,-24149,35000,0
66296,68,6547,-23235,15000,1
66297,75,8349,-35787,30000,0
66298,52,10414,-24484,30000,0
66299,69,4501,-34325,20000,0
66301,49,7001,-28125,20000,0
66302,50,6187,-34480,40000,0
66303,39,5030,-16235,20000,0
66304,59,18921,-31755,80000,0
66305,35,4398,-22381,20000,0
66306,70,11193,-29873,12000,0
66307,49,4680,-21824,20000,0
66308,42,18480,-29033,0,0
66310,57,19185,-24839,20000,0
66311,29,8237,-18278,10000,0
66312,33,10848,-23516,20000,0
66316,46,8000,-24220,22000,0
66319,60,5263,-27847,30000,0
66322,39,5073,-22074,20000,0
66325,26,5399,-18679,10000,0
66326,34,9626,-29650,31000,0
66327,50,7654,-38300,40000,0
66329,60,7214,-36354,20000,0
66330,38,10850,-23250,0,0
66331,25,8883,-16526,0,0
66332,61,5245,-18629,18000,1
66334,41,4568,-16323,10000,1
66335,64,5082,-27984,20000,0
66336,55,10132,-31540,10000,0
66337,42,5176,-28712,20000,0
66338,54,18768,-23281,0,0
66340,50,6509,-39690,30000,0
66341,57,4355,-25221,20000,0
66342,36,16470,-21083,0,0
66344,63,5241,-34414,30000,0
66345,32,4172,-17973,10000,0
66347,40,4913,-25267,25000,0
66348,58,5117,-35506,35000,0
66349,1,15794,-1080,0,0
66350,33,10543,-20072,20000,0
66351,14,6084,-9215,10000,0
66352,42,4855,-31536,25000,0
66353,33,4475,-13620,10000,0
66354,55,20394,-35404,40000,0
66355,48,6097,-40021,40000,0
66356,71,12963,-35192,10000,0
66358,94,13202,-57464,37000,0
66359,39,19088,-27010,20000,0
66360,62,8034,-37113,30000,0
66361,22,5614,-14743,10000,0
66364,49,6726,-34530,18000,0
66365,75,14066,-46081,10000,0
66367,57,5287,-27011,22000,0
66368,48,8105,-27428,10000,0
66369,48,4693,-24389,20000,0
66370,53,18353,-42288,20000,0
66373,33,6208,-18598,10000,0
66374,91,22590,-53024,20000,0
66375,52,11423,-24310,20000,0
66376,35,10588,-22243,10000,0
66378,57,12594,-30298,20000,0
66379,38,6527,-20813,10000,0
66380,34,3424,-25633,45000,0
66384,7,2055,-4050,0,0
66385,43,13996,-38124,10000,0
66386,44,6270,-27163,15000,0
66387,32,6059,-18710,20000,0
66388,61,8323,-41073,3000,0
66389,36,6545,-25806,30000,0
66391,37,4491,-27383,20000,0
66392,59,8614,-30059,10000,0
66394,49,5356,-30714,30000,0
66395,19,3726,-9190,10000,0
66396,8,6565,-6914,10000,0
66397,56,6577,-38330,30000,0
66399,66,6840,-25599,25000,1
66404,54,7079,-27536,20000,0
66409,42,9337,-23835,20000,0
66410,46,6245,-27139,21000,0
66412,24,5708,-12010,10000,0
